price_rule_key,source_channel,source_product_name,source_options,normalized_source,total_unit_price,item_type,main_product,set_name,component_count,allocated_total,allocation_variance,source_row,review_status,is_active
41d5bee68a1ffd20712de90316be929af9ee65ab2f8be4c9d4e9e5a1832271f6,리큐엠_스마트스토어,QP5000A,세트선택: 캠핑 짝꿍 세트 / 색상: 올리브그린,qp5000a세트선택캠핑짝꿍세트색상올리브그린,70000,세트,커스텀파우치,QP5000A 올리브그린 캠핑짝꿍세트 찜쿠폰,2,70000,0,175,confirmed,true
9d727f16a1c7e7646dd3a7ce848ac8eeebf805ad2b0ead8e7fde1745635feccc,리큐엠_스마트스토어,맥세이프카드지갑,색상: 그린 / +1 세트: 그린,맥세이프카드지갑색상그린1세트그린,27800,세트,맥세이프카드지갑,맥세이프카드지갑 1+1,2,27800,0,177,confirmed,true
6dfa88455b636a5b98bc01970aacc5bd61f7478466f6d3cbaa3842c47cf40372,리큐엠_스마트스토어,맥세이프카드지갑,색상: 그린 / +1 세트: 네이비,맥세이프카드지갑색상그린1세트네이비,27800,세트,맥세이프카드지갑,맥세이프카드지갑 1+1,2,27800,0,179,confirmed,true
3be2198596098cb354fc73637089666c8adca124a028402090ca8c6cc44fbe74,리큐엠_스마트스토어,맥세이프카드지갑,색상: 그린 / +1 세트: 오렌지,맥세이프카드지갑색상그린1세트오렌지,27800,세트,맥세이프카드지갑,맥세이프카드지갑 1+1,2,27800,0,181,confirmed,true
5d12422a73beca2096c9b03e0c53d43c2569e86310002db379b80f5df58ac54a,리큐엠_스마트스토어,맥세이프카드지갑,색상: 그린 / +1 세트: 브라운,맥세이프카드지갑색상그린1세트브라운,27800,세트,맥세이프카드지갑,맥세이프카드지갑 1+1,2,27800,0,183,confirmed,true
889aac49d1beb1fff40b55f7fd6fb24f33cd0523cdff062fe76dce2392ce9773,리큐엠_스마트스토어,맥세이프카드지갑,색상: 그린 / +1 세트: 핑크,맥세이프카드지갑색상그린1세트핑크,27800,세트,맥세이프카드지갑,맥세이프카드지갑 1+1,2,27800,0,185,confirmed,true
755758a81d274c813923bc1c0b6a0dba8105c0799f4d39b518d367ab63bb9586,리큐엠_스마트스토어,맥세이프카드지갑,색상: 그린 / +1 세트: 솔리드그레이,맥세이프카드지갑색상그린1세트솔리드그레이,27800,세트,맥세이프카드지갑,맥세이프카드지갑 1+1,2,27800,0,187,confirmed,true
d7361a065595b9eb1cb5559a5ce9d2593cde866daf2139f29295549a83ee8724,리큐엠_스마트스토어,맥세이프카드지갑,색상: 그린 / +1 세트: 애쉬그레이,맥세이프카드지갑색상그린1세트애쉬그레이,27800,세트,맥세이프카드지갑,맥세이프카드지갑 1+1,2,27800,0,189,confirmed,true
73943f177e22dfd7e8694051b57c4f11bc5e3f91800386b41312a75c986fa34e,리큐엠_스마트스토어,맥세이프카드지갑,색상: 그린 / +1 세트: 다크브라운,맥세이프카드지갑색상그린1세트다크브라운,27800,세트,맥세이프카드지갑,맥세이프카드지갑 1+1,2,27800,0,191,confirmed,true
fb9b5394efc589836ac8de3bb2d0a6942c2e02b56dffce159dce327d67b563b0,리큐엠_스마트스토어,맥세이프카드지갑,색상: 그린 / +1 세트: 베이지,맥세이프카드지갑색상그린1세트베이지,27800,세트,맥세이프카드지갑,맥세이프카드지갑 1+1,2,27800,0,193,confirmed,true
6dabcfbf97eddd80a7f34f3c31bc337507cf91ec7f29618bbd5cfa35f8a55eb2,리큐엠_스마트스토어,맥세이프카드지갑,색상: 네이비 / +1 세트: 그린,맥세이프카드지갑색상네이비1세트그린,27800,세트,맥세이프카드지갑,맥세이프카드지갑 1+1,2,27800,0,195,confirmed,true
d6e3a1905dc7f799faa1854b37ede3b257c15a18ddf8a4baab1056619559e673,리큐엠_스마트스토어,맥세이프카드지갑,색상: 네이비 / +1 세트: 네이비,맥세이프카드지갑색상네이비1세트네이비,27800,세트,맥세이프카드지갑,맥세이프카드지갑 1+1,2,27800,0,197,confirmed,true
072a3a8212429a19e17c19f46c0f2be242e9155a18a36a63eeda2555edd45e91,리큐엠_스마트스토어,맥세이프카드지갑,색상: 네이비 / +1 세트: 오렌지,맥세이프카드지갑색상네이비1세트오렌지,27800,세트,맥세이프카드지갑,맥세이프카드지갑 1+1,2,27800,0,199,confirmed,true
992781e29e1d02e57f353d3ef8b30593675b21d4f00e898fbd73e10f44430f6d,리큐엠_스마트스토어,맥세이프카드지갑,색상: 네이비 / +1 세트: 브라운,맥세이프카드지갑색상네이비1세트브라운,27800,세트,맥세이프카드지갑,맥세이프카드지갑 1+1,2,27800,0,201,confirmed,true
9da693a5b45d2faa03d02dc0173013748205787e3d28db797dbc30b8fcc91a0b,리큐엠_스마트스토어,맥세이프카드지갑,색상: 네이비 / +1 세트: 핑크,맥세이프카드지갑색상네이비1세트핑크,27800,세트,맥세이프카드지갑,맥세이프카드지갑 1+1,2,27800,0,203,confirmed,true
c53ef6c0a06276ca3db50f2e8c6b8ec66b133408575e76b7a87187efa2d32dca,리큐엠_스마트스토어,맥세이프카드지갑,색상: 네이비 / +1 세트: 솔리드그레이,맥세이프카드지갑색상네이비1세트솔리드그레이,27800,세트,맥세이프카드지갑,맥세이프카드지갑 1+1,2,27800,0,205,confirmed,true
